0.6545293	-0.408982	0.9667649	3.745811	0.4314101	0.1682579	0.03137717	0.1677788	1.429432	-0.0618788
0.3800156	-0.1040051	1.000844	3.303176	0.6977977	-0.2718569	-0.1146979	0.3747671	1.395765	-0.2275518
0.2462125	-0.02785242	1.049183	2.879323	-0.8527919	0.1844966	-0.2151008	-0.6895454	1.373812	-0.3505217
0.1041832	0.09802639	1.074119	2.463517	-1.00215	0.07467445	-0.1907759	-0.6484319	1.3464	-0.4521772
-0.06225472	0.1822959	1.079683	2.054899	0.2183729	-0.4630975	-0.05765234	0.5125503	1.310892	-0.5343996
-0.1881332	0.06067286	1.092617	1.660628	0.8549723	-0.559708	0.08140533	1.280105	1.278207	-0.592109
-0.2649809	-0.1849057	1.117302	1.28273	0.5365343	-0.2203326	0.1734032	1.254257	1.254019	-0.630314
-0.2971322	-0.472745	1.15106	0.9210264	-0.6105054	0.3855297	0.2120119	0.461606	1.239742	-0.6531108
-0.3309215	-0.6337472	1.180033	0.5723398	-1.532501	0.6815643	0.217011	-0.3499709	1.231365	-0.6711693
-0.4296041	-0.4618662	1.18759	0.2331017	-0.8963892	-0.02034171	0.2046605	-0.1943915	1.223078	-0.6989643
-0.5591458	-0.1458769	1.187055	-0.09348102	0.3754153	-1.09849	0.1629414	0.392572	1.215207	-0.7301719
-0.6576876	0.025046	1.199108	-0.4026989	0.7908715	-1.59916	0.0747403	0.4901067	1.20989	-0.75185
-0.7065061	-0.07555734	1.230153	-0.6934736	-0.07118446	-1.160578	-0.05411222	-0.08585263	1.205823	-0.7588499
-0.7413054	-0.3284529	1.266454	-0.9697918	-1.214232	-0.2974782	-0.1823523	-0.6256366	1.198678	-0.7568932
-0.8280886	-0.4786214	1.283388	-1.238348	-0.8677683	-0.00163926	-0.2514394	0.07074682	1.18248	-0.7578533
-0.9253787	-0.509394	1.287269	-1.4969	0.2088788	-0.1385881	-0.2768069	1.264678	1.165036	-0.758912
-0.9378539	-0.5892896	1.301171	-1.738945	-0.04104007	0.1061964	-0.2992129	1.292024	1.158963	-0.7478219
-0.888531	-0.6236409	1.314587	-1.967642	-0.9066269	0.3238521	-0.2832134	0.6197542	1.161798	-0.7285849
-0.8483926	-0.4044544	1.307098	-2.188561	-0.7385252	-0.284817	-0.1966405	0.4771768	1.166024	-0.7136785
-0.7946014	-0.1642553	1.292182	-2.399681	-0.3094182	-1.067858	-0.05385292	0.487278	1.169697	-0.6959007
-0.6915503	-0.2440625	1.288809	-2.598186	-0.7388776	-1.093737	0.1330328	0.08881067	1.17013	-0.6636901
-0.5937231	-0.5011342	1.285773	-2.787252	-0.981897	-0.8493329	0.3567596	0.0764505	1.162559	-0.6279474
-0.5242261	-0.7648576	1.278979	-2.967154	-0.6926736	-0.6700289	0.57258	0.5994606	1.149434	-0.5983649
-0.4695659	-0.9062217	1.273258	-3.135238	-0.3242595	-0.5949839	0.7107571	1.156767	1.138824	-0.5803328
