0.597136	0.8071232	-0.08677703	1.348541	-0.2078613	-1.090818	0.1435751	-1.715334	-1.479641	1.605202
0.6270951	0.9556969	-0.07346142	1.327475	-0.005874181	-0.7579377	0.1227889	-1.744623	-1.767159	1.462574
0.6571944	1.146177	-0.06462386	1.306836	0.4209932	-0.07590029	0.1201446	-1.737325	-1.437416	1.889512
0.6828326	1.70159	-0.0441693	1.288031	0.9211333	0.7589053	0.09990647	-1.732425	-1.438771	1.828841
0.6898941	1.818378	-0.02628995	1.267454	1.340543	1.137006	0.07772668	-1.718976	-1.709138	1.61751
0.672453	0.851712	-0.02781711	1.241972	1.635671	0.7520332	0.08228244	-1.671453	-1.703079	1.98803
0.6440244	-0.463096	-0.03587444	1.213917	1.827361	-0.03328304	0.1013043	-1.608071	-1.456735	2.523439
0.6216564	-0.9923649	-0.02635913	1.187498	1.927376	-0.7211743	0.1022424	-1.568155	-1.429919	2.265603
0.6124089	-0.04809696	0.01945383	1.165883	1.919214	-1.059871	0.05222264	-1.586429	-2.289133	0.3438431
0.6158188	1.25124	0.06375902	1.143698	1.884162	-1.227764	0.0246117	-1.594269	-2.354657	-1.227354
0.6279754	1.359457	0.05709048	1.113764	1.91711	-1.531792	0.1126006	-1.50264	0.4514051	0.1253223
0.6381666	0.869301	0.03323965	1.081563	1.959393	-1.922527	0.2324343	-1.379138	3.939254	2.451842
0.6367281	1.44612	0.06315844	1.058362	1.90248	-2.097602	0.2257652	-1.359001	4.197025	1.866449
0.6249973	2.798927	0.136789	1.043103	1.790647	-2.033199	0.1111852	-1.424094	1.65634	-1.050798
0.608722	3.293693	0.1911187	1.026101	1.709096	-2.042004	0.02160772	-1.460212	-0.4996368	-2.91462
0.5915197	2.695859	0.2130329	1.005125	1.67554	-2.161694	-0.01017404	-1.440601	-1.416075	-2.976499
0.5761964	1.947135	0.231629	0.9844329	1.649938	-2.176437	-0.03731488	-1.41477	-2.247353	-2.712958
0.5643015	1.028355	0.2430648	0.9631487	1.634814	-2.102791	-0.0472497	-1.372504	-2.637771	-1.892376
0.5561495	-0.1880361	0.2409134	0.9399579	1.630793	-2.001856	-0.02349121	-1.299545	-2.164511	-0.172564
0.5516802	-1.157823	0.2430705	0.917296	1.601083	-1.793232	0.0005078749	-1.226479	-1.578542	1.500541
0.5507399	-1.641616	0.2566518	0.8959352	1.525094	-1.463499	0.01314023	-1.164106	-1.121935	2.747639
0.5528081	-1.388677	0.2895562	0.8768332	1.388045	-0.9865085	0.0006843234	-1.124196	-1.090761	3.151943
0.5550665	-0.5809419	0.3366609	0.8590726	1.207855	-0.4241603	-0.02690487	-1.094031	-1.266654	2.966263
0.5520646	0.4132314	0.3889241	0.8411342	1.005957	0.0952236	-0.05468921	-1.054422	-1.364046	2.608298
0.5383161	1.372703	0.4429163	0.8223751	0.7904777	0.4684011	-0.07981241	-0.9977987	-1.390148	2.187474
