-0.09994977	-0.1182223	-0.7309061	1.806453	-0.6354518	0.01003973	-1.396133	-0.6844102	-0.06011235	-0.693684
0.01842272	0.2840306	-0.7408209	1.850404	-0.4531873	0.009380599	-1.407305	-0.6806935	0.3755853	0.6454015
-0.2537871	0.06304259	-0.7471883	1.879915	-0.2917005	0.01775413	-1.412547	-0.6785828	0.555375	0.7488359
-0.573751	-0.6448116	-0.7574736	1.902612	-0.1616092	0.03618772	-1.41296	-0.6761523	0.6108174	0.04862426
-0.5535105	-1.845853	-0.7806033	1.92567	-0.07261634	0.06971099	-1.408381	-0.6697813	0.6923274	-1.266945
-0.5389955	-2.018104	-0.8105238	1.953198	-0.03201357	0.08732067	-1.406167	-0.6738941	0.8388584	-1.291858
-0.8139278	-0.4070438	-0.8413053	1.985529	-0.04883139	0.07056641	-1.410552	-0.6976439	0.9733059	0.9625416
-0.8201148	0.7611256	-0.8844976	2.016696	-0.1236453	0.06782975	-1.408469	-0.7195663	1.072213	2.487351
-0.7055126	0.8785404	-0.9369909	2.038812	-0.2465638	0.09093284	-1.394831	-0.7357343	1.059538	2.090859
-0.4664245	0.01980096	-0.9948887	2.05388	-0.4038595	0.1359047	-1.372203	-0.7458364	0.9347268	0.06608667
-0.2077243	-0.9687942	-1.05096	2.068369	-0.5772958	0.1812624	-1.349018	-0.7561106	0.7191321	-2.070123
-0.5078925	-0.2092631	-1.089347	2.086827	-0.7472355	0.1821565	-1.338395	-0.7847048	0.3786556	-1.672597
-0.8662785	1.306416	-1.118101	2.112817	-0.9066373	0.15975	-1.337398	-0.8194572	-0.02861377	0.3504704
0.09957866	0.5656725	-1.164925	2.15152	-1.045934	0.1843599	-1.331613	-0.8244135	-0.2795722	0.5723472
1.397604	-0.9798471	-1.213291	2.192169	-1.147904	0.2255727	-1.323764	-0.8173344	-0.4457405	-0.1060477
1.329145	-0.6282925	-1.23357	2.218551	-1.196512	0.2244751	-1.321063	-0.8316761	-0.7024005	0.386511
0.4587991	0.5754136	-1.236392	2.234138	-1.187038	0.2065062	-1.318728	-0.8538291	-0.9267206	0.9150803
-0.2665179	0.9992291	-1.237468	2.246694	-1.12924	0.2076111	-1.311582	-0.8640217	-1.016507	0.08743839
-0.1466429	0.195176	-1.245388	2.269169	-1.027884	0.2361721	-1.303047	-0.8534093	-0.8696717	-1.693063
0.2107377	0.4057963	-1.244199	2.308034	-0.8802075	0.2394543	-1.308302	-0.8444406	-0.5386967	-1.194241
0.6684175	0.911756	-1.234329	2.353673	-0.7015272	0.2321275	-1.320426	-0.8343994	-0.1550493	0.220022
1.316797	0.1317284	-1.222016	2.393921	-0.5127019	0.2484706	-1.326878	-0.812467	0.1476944	-0.01320063
1.041904	-0.03774666	-1.18709	2.419505	-0.3245053	0.2443937	-1.334339	-0.8037371	0.1671698	-0.1097191
